"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"chrome","1","487","3517289136128","161869824","245825536","39488","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-dinosaur-easter-egg-alt-images --no-subproc-heap-profiling --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=106 --time-ticks-at-unix-epoch=-1724256122801265 --launch-time-ticks=1780557715469 --field-trial-handle=8544,i,2735560470223093676,9904484517782735914,262144 --variations-seed-version=20240910-180202.367000 --mojo-platform-channel-handle=8464 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","27.9375","128.0.6613.137","128.0.6613.137","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4936","4",,"False","9/11/2024 8:38:00 AM",,"23900",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","39488","39488","245825536","245825536","692864","692864","413855744","413855744","471105536","471105536","3519261564928","1683349504","True","Idle","245825536","245825536","255","1",,"System.Diagnostics.ProcessThreadCollection","487","3517289136128","-289079296","False",,,,"161869824","161869824",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:01.8125000","00:00:27.9375000","00:00:26.1250000","chrome","0","","True",,
"chrome","1","509","2307153289216","60829696","33251328","46352","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-subproc-heap-profiling --field-trial-handle=1544,i,2735560470223093676,9904484517782735914,262144 --variations-seed-version=20240910-180202.367000 --mojo-platform-channel-handle=2252 /prefetch:11","System.Diagnostics.Process (chrome)","Google LLC","37.3125","128.0.6613.137","128.0.6613.137","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7124","8",,"False","9/11/2024 6:54:12 AM",,"24216",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","46352","46352","33251328","33251328","711128","711128","43106304","43106304","75575296","75575296","2307262320640","864882688","True","Normal","33251328","33251328","255","1",,"System.Diagnostics.ProcessThreadCollection","509","2307153289216","755851264","False",,,,"60829696","60829696",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:10.4062500","00:00:37.3125000","00:00:26.9062500","chrome","0","","True",,
"chrome","1","389","3515329150976","91582464","72781824","31808","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-dinosaur-easter-egg-alt-images --no-subproc-heap-profiling --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=147 --time-ticks-at-unix-epoch=-1724256122801265 --launch-time-ticks=1786287293777 --field-trial-handle=8936,i,2735560470223093676,9904484517782735914,262144 --variations-seed-version=20240910-180202.367000 --mojo-platform-channel-handle=9864 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","1.796875","128.0.6613.137","128.0.6613.137","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2416","4",,"False","9/11/2024 10:13:30 AM",,"24944",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","31808","31808","72781824","72781824","729344","729344","102428672","102428672","160468992","160468992","3515503169536","-2075045888","True","Idle","72781824","72781824","255","1",,"System.Diagnostics.ProcessThreadCollection","389","3515329150976","2045902848","False",,,,"91582464","91582464",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.2343750","00:00:01.7968750","00:00:01.5625000","chrome","0","","True",,
"chrome","1","443","3515335720960","100372480","97550336","30168","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-dinosaur-easter-egg-alt-images --no-subproc-heap-profiling --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --time-ticks-at-unix-epoch=-1724256122801265 --launch-time-ticks=1774336655129 --field-trial-handle=3000,i,2735560470223093676,9904484517782735914,262144 --variations-seed-version=20240910-180202.367000 --mojo-platform-channel-handle=3052 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","5.28125","128.0.6613.137","128.0.6613.137","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9172","4",,"False","9/11/2024 6:54:19 AM",,"25356",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","30168","30168","97550336","97550336","686880","686880","173842432","173842432","228728832","228728832","3517342715904","-235499520","True","Idle","97550336","97550336","255","1",,"System.Diagnostics.ProcessThreadCollection","443","3515335720960","2052472832","False",,,,"100372480","100372480",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.4687500","00:00:05.2812500","00:00:04.8125000","chrome","0","","True",,
"CHXSmartScreen","1","822","2238192627712","65478656","63082496","36520","C:\Windows\SystemApps\Microsoft.Windows.AppRep.ChxApp_cw5n1h2txyewy\CHXSmartScreen.exe","""C:\Windows\SystemApps\Microsoft.Windows.AppRep.ChxApp_cw5n1h2txyewy\CHXSmartScreen.exe"" -ServerName:App.AppXk7vvv12h4qrkhkbvf6j86ja45mzj5km9.mca",,"Microsoft Corporation","0.125","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","CHXSmartScreen.exe","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4872","8",,"False","9/11/2024 7:00:54 AM",,"21076",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","36520","36520","63082496","63082496","785816","785816","65048576","65048576","113909760","113909760","2238198743040","520781824","True","Normal","63082496","63082496","255","1",,"System.Diagnostics.ProcessThreadCollection","822","2238192627712","514666496","False",,,,"65478656","65478656",,"System.Diagnostics.ProcessModule (CHXSmartScreen.exe)","00:00:00.0468750","00:00:00.1250000","00:00:00.0781250","CHXSmartScreen","0","","True",,
"Code","1","254","3418742550528","131837952","118734848","17480","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" c:\Users\cdsl\.vscode\extensions\streetsidesoftware.code-spell-checker-3.0.1\packages\_server\dist\main.cjs --node-ipc --clientProcessId=10320","System.Diagnostics.Process (Code)","Microsoft Corporation","52.21875","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2168","8",,"False","9/11/2024 10:14:38 AM",,"2776",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17480","17480","118734848","118734848","537920","537920","343330816","343330816","334581760","334581760","3419187081216","393113600","True","Normal","118734848","118734848","255","1",,"System.Diagnostics.ProcessThreadCollection","254","3418742550528","-51417088","False",,,,"131837952","131837952",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:17.5781250","00:00:52.2187500","00:00:34.6406250","Code","0","","True",,
"Code","1","192","3418708996096","87347200","26365952","16936","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" ""c:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\json-language-features\server\dist\node\jsonServerMain"" --node-ipc --clientProcessId=10320","System.Diagnostics.Process (Code)","Microsoft Corporation","0.296875","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2512","8",,"False","9/11/2024 10:14:40 AM",,"5524",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16936","16936","26365952","26365952","537920","537920","30932992","30932992","99012608","99012608","3418734166016","-59801600","True","Normal","26365952","26365952","255","1",,"System.Diagnostics.ProcessThreadCollection","192","3418708996096","-84971520","False",,,,"87347200","87347200",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.0468750","00:00:00.2968750","00:00:00.2500000","Code","0","","True",,
"Code","1","193","3418708996096","86761472","29040640","16936","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" ""c:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\markdown-language-features\dist\serverWorkerMain"" --node-ipc --clientProcessId=10320","System.Diagnostics.Process (Code)","Microsoft Corporation","0.21875","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2572","8",,"False","9/11/2024 10:15:13 AM",,"8392",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16936","16936","29040640","29040640","537920","537920","33554432","33554432","103469056","103469056","3419187081216","393113600","True","Normal","29040640","29040640","255","1",,"System.Diagnostics.ProcessThreadCollection","193","3418708996096","-84971520","False",,,,"86761472","86761472",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.0312500","00:00:00.2187500","00:00:00.1875000","Code","0","","True",,
"Code","1","1106","2238812454912","175259648","200945664","29752","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=gpu-process --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Code"" --gpu-preferences=WAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAEAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --field-trial-handle=1760,i,13391506029756334282,225985959451337939,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=1752 /prefetch:2","System.Diagnostics.Process (Code)","Microsoft Corporation","64.59375","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7968","10",,"False","9/11/2024 8:08:38 AM",,"9840",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29752","29752","200945664","200945664","1100336","1100336","273948672","273948672","264278016","264278016","2238849269760","1171308544","True","AboveNormal","200945664","200945664","255","1",,"System.Diagnostics.ProcessThreadCollection","1106","2238812454912","1134493696","False",,,,"175259648","175259648",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:13.1875000","00:01:04.5937500","00:00:51.4062500","Code","0","","True",,
"Code","1","447","3423260803072","277848064","294207488","69248","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=3176,i,13391506029756334282,225985959451337939,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3172 /prefetch:8","System.Diagnostics.Process (Code)","Microsoft Corporation","79.40625","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2372","8",,"False","9/11/2024 10:14:36 AM",,"10320",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","69248","69248","294207488","294207488","592920","592920","646160384","646160384","631902208","631902208","3423269191680","180256768","True","Normal","294207488","294207488","255","1",,"System.Diagnostics.ProcessThreadCollection","447","3423260803072","171868160","False",,,,"277848064","277848064",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:14.6718750","00:01:19.4062500","00:01:04.7343750","Code","0","","True",,
"Code","1","247","2238038224896","28213248","14913536","12552","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=crashpad-handler --user-data-dir=C:\Users\cdsl\AppData\Roaming\Code /prefetch:4 --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\cdsl\AppData\Roaming\Code\Crashpad --url=appcenter://code?aid=a4e3233c-699c-46ec-b4f4-9c2a77254662&uid=ebdb0fb6-a53a-42f4-9abc-c9e85ecf131d&iid=ebdb0fb6-a53a-42f4-9abc-c9e85ecf131d&sid=ebdb0fb6-a53a-42f4-9abc-c9e85ecf131d --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.93.0 --annotation=plat=Win64 --annotation=prod=Electron --annotation=ver=30.4.0 --initial-client-data=0x464,0x468,0x46c,0x460,0x470,0x7ff65c01ce18,0x7ff65c01ce24,0x7ff65c01ce30","System.Diagnostics.Process (Code)","Microsoft Corporation","0","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6824","8",,"False","9/11/2024 8:08:38 AM",,"11468",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12552","12552","14913536","14913536","533440","533440","14995456","14995456","29003776","29003776","2238063185920","385224704","True","Normal","14913536","14913536","255","1",,"System.Diagnostics.ProcessThreadCollection","247","2238038224896","360263680","False",,,,"28213248","28213248",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00","00:00:00","00:00:00","Code","0","","True",,
"Code","1","241","3418812350464","95211520","66940928","20816","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=4112,i,13391506029756334282,225985959451337939,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=4856 /prefetch:8","System.Diagnostics.Process (Code)","Microsoft Corporation","0.8125","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8660","8",,"False","9/11/2024 10:14:36 AM",,"15948",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20816","20816","66940928","66940928","559072","559072","76951552","76951552","109780992","109780992","3418837516288","43548672","True","Normal","66940928","66940928","255","1",,"System.Diagnostics.ProcessThreadCollection","241","3418812350464","18382848","False",,,,"95211520","95211520",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.3906250","00:00:00.8125000","00:00:00.4218750","Code","0","","True",,
"Code","1","289","3418802454528","100745216","102879232","21472","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=3516,i,13391506029756334282,225985959451337939,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3604 /prefetch:8","System.Diagnostics.Process (Code)","Microsoft Corporation","19.03125","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3004","8",,"False","9/11/2024 8:08:39 AM",,"16992",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21472","21472","102879232","102879232","554488","554488","170024960","170024960","189689856","189689856","3427364274176","-19628032","True","Normal","102879232","102879232","255","1",,"System.Diagnostics.ProcessThreadCollection","289","3418802454528","8486912","False",,,,"100745216","100745216",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:05.8906250","00:00:19.0312500","00:00:13.1406250","Code","0","","True",,
"Code","1","1243","3419224211456","118382592","102957056","51232","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" .",,"Microsoft Corporation","44.140625","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7020","8",,"False","9/11/2024 8:08:38 AM",,"17196",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","51232","51232","102957056","102957056","944800","944800","121880576","121880576","137998336","137998336","3419353772032","559804416","True","Normal","102957056","102957056","255","1",,"System.Diagnostics.ProcessThreadCollection","1243","3419224211456","430243840","False",,,,"118382592","118382592",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:19.7031250","00:00:44.1406250","00:00:24.4375000","Code","14419662","convertexport.ps1 - learning - Visual Studio Code","True",,
"Code","1","311","2238113308672","40681472","17145856","18264","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=2040,i,13391506029756334282,225985959451337939,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=2036 /prefetch:3","System.Diagnostics.Process (Code)","Microsoft Corporation","1.515625","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3912","8",,"False","9/11/2024 8:08:38 AM",,"17760",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18264","18264","17145856","17145856","549304","549304","18202624","18202624","44470272","44470272","2238142537728","464576512","True","Normal","17145856","17145856","255","1",,"System.Diagnostics.ProcessThreadCollection","311","2238113308672","435347456","False",,,,"40681472","40681472",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.6562500","00:00:01.5156250","00:00:00.8593750","Code","0","","True",,
"Code","1","302","3421052956672","107855872","98119680","41440","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=4668,i,13391506029756334282,225985959451337939,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=4724 /prefetch:8","System.Diagnostics.Process (Code)","Microsoft Corporation","5.390625","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2484","8",,"False","9/11/2024 8:12:37 AM",,"18000",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","41440","41440","98119680","98119680","575072","575072","125595648","125595648","130715648","130715648","3427748044800","364142592","True","Normal","98119680","98119680","255","1",,"System.Diagnostics.ProcessThreadCollection","302","3421052956672","-2035978240","False",,,,"107855872","107855872",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:02.7656250","00:00:05.3906250","00:00:02.6250000","Code","0","","True",,
"Code","1","609","3423410065408","323325952","319053824","39008","C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\cdsl\AppData\Local\Programs\Microsoft VS Code\resources\app"" --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration, --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=25 --time-ticks-at-unix-epoch=-1724256122801195 --launch-time-ticks=1786352968400 --field-trial-handle=3348,i,13391506029756334282,225985959451337939,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=5584 --vscode-window-config=vscode:f81a8f39-f86d-4b5f-9464-a1032c718039 /prefetch:1","System.Diagnostics.Process (Code)","Microsoft Corporation","175","1.93.0","1.93.0","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7104","8",,"False","9/11/2024 10:14:35 AM",,"19188",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","39008","39008","319053824","319053824","822440","822440","507953152","507953152","544522240","544522240","3423455076352","366141440","True","Normal","319053824","319053824","255","1",,"System.Diagnostics.ProcessThreadCollection","609","3423410065408","321130496","False",,,,"323325952","323325952",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:09.0625000","00:02:55","00:02:45.9375000","Code","0","","True",,
"com.docker.backend","1","783","5380431872","64548864","146735104","46688","C:\Program Files\Docker\Docker\resources\com.docker.backend.exe","""C:\Program Files\Docker\Docker\resources\com.docker.backend.exe"" -native-api","System.Diagnostics.Process (Docker Desktop)","Docker Inc.","51.65625","4.22.1.118664","4.22.1.118664","Docker Desktop Backend","Docker Desktop Backend","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4332","8",,"False","9/6/2024 9:05:50 AM",,"23948",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","46688","46688","146735104","146735104","349712","349712","176295936","176295936","164597760","164597760","5391642624","1096675328","False","Normal","146735104","146735104","255","1",,"System.Diagnostics.ProcessThreadCollection","783","5380431872","1085464576","False",,,,"64548864","64548864",,"System.Diagnostics.ProcessModule (com.docker.backend.exe)","00:00:20.4687500","00:00:51.6562500","00:00:31.1875000","com.docker.backend","0","","True",,
"com.docker.build","1","175","5099286528","27406336","31543296","14056","C:\Program Files\Docker\Docker\resources\com.docker.build.exe","com.docker.build.exe","System.Diagnostics.Process (com.docker.backend)",,"4.484375",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5176","8",,"False","9/6/2024 9:05:51 AM",,"19608",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14056","14056","31543296","31543296","176560","176560","32034816","32034816","30486528","30486528","5105577984","810610688","False","Normal","31543296","31543296","255","1",,"System.Diagnostics.ProcessThreadCollection","175","5099286528","804319232","False",,,,"27406336","27406336",,"System.Diagnostics.ProcessModule (com.docker.build.exe)","00:00:01.4843750","00:00:04.4843750","00:00:03","com.docker.build","0","","True",,
"com.docker.dev-envs","1","154","5030043648","13037568","22433792","12696","C:\Program Files\Docker\Docker\resources\com.docker.dev-envs.exe","com.docker.dev-envs.exe -watchdog","System.Diagnostics.Process (com.docker.backend)",,"1.109375",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8112","8",,"False","9/6/2024 9:05:51 AM",,"2672",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12696","12696","22433792","22433792","72440","72440","24399872","24399872","15867904","15867904","5037776896","742809600","False","Normal","22433792","22433792","255","1",,"System.Diagnostics.ProcessThreadCollection","154","5030043648","735076352","False",,,,"13037568","13037568",,"System.Diagnostics.ProcessModule (com.docker.dev-envs.exe)","00:00:00.1093750","00:00:01.1093750","00:00:01","com.docker.dev-envs","0","","True",,
"com.docker.extensions","1","442","5094178816","28782592","35799040","19624","C:\Program Files\Docker\Docker\resources\com.docker.extensions.exe","com.docker.extensions.exe --address \\.\pipe\dockerExtensionManagerAPI","System.Diagnostics.Process (com.docker.backend)","Docker Inc.","4.5625","4.22.1.118664","4.22.1.118664","Docker Desktop Extensions","Docker Desktop Extensions","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6176","8",,"False","9/6/2024 9:05:51 AM",,"14312",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19624","19624","35799040","35799040","140440","140440","48345088","48345088","45731840","45731840","5105336320","810369024","False","Normal","35799040","35799040","255","1",,"System.Diagnostics.ProcessThreadCollection","442","5094178816","799211520","False",,,,"28782592","28782592",,"System.Diagnostics.ProcessModule (com.docker.extensions.exe)","00:00:00.9843750","00:00:04.5625000","00:00:03.5781250","com.docker.extensions","0","","True",,
